"casenum","date","weight_","hhcode","pid","s1_3q3","s1_3q4","s1_3q5","s1_3q6"
102,"6/25/99",1,2720151,6,1,1996,2,1.79769313486232e+308
103,"6/25/99",1,2720151,7,1,1997,10,1.79769313486232e+308
73,"6/25/99",1,2720241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
104,"6/25/99",1,2720251,6,1,1993,10,1.79769313486232e+308
74,"6/25/99",1,2720341,16,2,1997,4,3
75,"6/25/99",1,2720342,2,2,1997,4,5
76,"6/25/99",1,2720343,4,1,1998,6,1.79769313486232e+308
77,"6/25/99",1,2720344,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
105,"6/25/99",1,2720351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"6/25/99",1,2720441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"6/25/99",1,2720459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"6/25/99",1,2720541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"6/25/99",1,2720641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"6/25/99",1,2720741,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"6/25/99",1,2720841,3,2,1992,1,3
1.79769313486232e+308,"8/18/99",1,2720841,4,1,1992,11,1.79769313486232e+308
1.79769313486232e+308,"8/18/99",1,2720841,5,1,1994,12,1.79769313486232e+308
83,"6/25/99",1,2720941,5,1,1992,10,1.79769313486232e+308
84,"6/25/99",1,2720942,2,2,1999,1,5
1.79769313486232e+308,"8/18/99",1,2720942,3,7,1998,2,1
1.79769313486232e+308,"8/18/99",1,2720942,4,7,1998,2,1
86,"6/25/99",1,2721041,5,1,1996,10,1.79769313486232e+308
87,"6/25/99",1,2721141,8,2,1992,1.79769313486232e+308,3
88,"6/25/99",1,2721141,9,2,1993,10,3
89,"6/25/99",1,2721141,10,1,1996,4,1.79769313486232e+308
90,"6/25/99",1,2721141,11,1,1998,11,1.79769313486232e+308
91,"6/25/99",1,2721141,12,1,1995,11,1.79769313486232e+308
92,"6/25/99",1,2721141,13,1,1998,6,1.79769313486232e+308
93,"6/25/99",1,2721241,5,1,1993,2,1.79769313486232e+308
94,"6/25/99",1,2721241,6,1,1997,4,1.79769313486232e+308
95,"6/25/99",1,2721341,5,1,1994,11,1.79769313486232e+308
96,"6/25/99",1,2721341,6,1,1997,2,1.79769313486232e+308
97,"6/25/99",1,2721441,6,2,1998,4,3
98,"6/25/99",1,2721541,4,1,1993,4,1.79769313486232e+308
99,"6/25/99",1,2721641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"6/25/99",1,2721741,8,2,1999,1,5
101,"6/25/99",1,2721741,9,6,1997,8,3
125,"7/20/99",1,2730141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"7/20/99",1,2730151,4,1,1993,2,1.79769313486232e+308
140,"7/20/99",1,2730151,5,1,1997,10,1.79769313486232e+308
126,"7/20/99",1,2730241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
141,"7/20/99",1,2730251,6,1,1999,4,1.79769313486232e+308
127,"7/20/99",1,2730341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
142,"7/20/99",1,2730351,8,2,1996,3,3
128,"7/20/99",1,2730441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
143,"7/20/99",1,2730459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
129,"7/20/99",1,2730641,2,2,1999,2,3
130,"7/20/99",1,2730841,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
131,"7/20/99",1,2730941,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
132,"7/20/99",1,2731041,4,1,1994,3,1.79769313486232e+308
133,"7/20/99",1,2731141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
134,"7/20/99",1,2731241,4,1,1994,5,1.79769313486232e+308
135,"7/20/99",1,2731341,7,1,1994,7,1.79769313486232e+308
136,"7/20/99",1,2731541,6,3,1992,9,3
1.79769313486232e+308,".",1.79769313486232e+308,2731641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"7/20/99",1,2731741,3,1,1993,5,1.79769313486232e+308
138,"7/20/99",1,2731741,4,1,1999,4,1.79769313486232e+308
36,"6/09/99",1,2810141,5,1,1993,12,1.79769313486232e+308
55,"6/09/99",1,2810151,5,1,1994,2,1.79769313486232e+308
37,"6/09/99",1,2810241,6,2,1997,10,1.79769313486232e+308
38,"6/09/99",1,2810241,7,1,1998,10,1.79769313486232e+308
56,"6/09/99",1,2810251,10,1,1995,2,1.79769313486232e+308
57,"6/09/99",1,2810252,2,2,1993,1.79769313486232e+308,3
58,"6/09/99",1,2810252,3,1,1997,10,1.79769313486232e+308
39,"6/09/99",1,2810341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"6/09/99",1,2810351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"6/09/99",1,2810459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"6/09/99",1,2810541,8,2,1999,3,5
41,"6/09/99",1,2810641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"6/09/99",1,2810741,8,1,1995,9,1.79769313486232e+308
45,"6/09/99",1,2810741,9,4,1995,2,5
46,"6/09/99",1,2810841,6,1,1995,3,1.79769313486232e+308
47,"6/09/99",1,2810941,5,1,1996,5,1.79769313486232e+308
48,"6/09/99",1,2811041,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"6/09/99",1,2811141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"6/09/99",1,2811341,4,2,1994,2,3
52,"6/09/99",1,2811441,7,3,1993,1.79769313486232e+308,3
53,"6/09/99",1,2811741,4,4,1996,1,2
54,"6/09/99",1,2811741,5,3,1998,6,5
348,"7/04/99",1,2820141,4,1,1992,10,1.79769313486232e+308
380,"7/04/99",1,2820151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
349,"7/04/99",1,2820241,5,1,1994,11,1.79769313486232e+308
381,"7/04/99",1,2820251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
382,"7/04/99",1,2820351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
350,"7/04/99",1,2820441,7,2,1996,5,5
383,"7/04/99",1,2820459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
351,"7/04/99",1,2820541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
352,"7/04/99",1,2820741,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
353,"7/04/99",1,2820841,4,1,1995,3,1.79769313486232e+308
354,"7/04/99",1,2820841,5,1,1998,4,1.79769313486232e+308
355,"7/04/99",1,2820941,3,1,1993,3,1.79769313486232e+308
356,"7/04/99",1,2820941,4,1,1994,4,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,2820941,5,1,1997,11,1.79769313486232e+308
358,"7/04/99",1,2821041,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
359,"7/04/99",1,2821141,5,1,1996,11,1.79769313486232e+308
360,"7/04/99",1,2821241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
361,"7/04/99",1,2821341,7,1,1996,5,1.79769313486232e+308
362,"7/04/99",1,2821341,8,1,1998,2,1.79769313486232e+308
363,"7/04/99",1,2821341,9,2,1997,5,3
364,"7/04/99",1,2821341,10,1,1999,3,1.79769313486232e+308
365,"7/04/99",1,2821441,3,1,1994,9,1.79769313486232e+308
366,"7/04/99",1,2821441,4,1,1997,2,1.79769313486232e+308
367,"7/04/99",1,2821541,9,1,1992,5,1.79769313486232e+308
368,"7/04/99",1,2821541,10,1,1994,5,1.79769313486232e+308
369,"7/04/99",1,2821541,11,1,1998,7,1.79769313486232e+308
370,"7/04/99",1,2821542,2,2,1994,3,5
371,"7/04/99",1,2821542,3,1,1995,1,1.79769313486232e+308
372,"7/04/99",1,2821543,2,2,1998,6,3
373,"7/04/99",1,2821544,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
374,"7/04/99",1,2821641,3,1,1992,5,1.79769313486232e+308
375,"7/04/99",1,2821641,4,1,1995,4,1.79769313486232e+308
379,"7/04/99",1,2821741,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
125,"6/06/99",1,2830141,4,1,1997,3,1.79769313486232e+308
153,"6/06/99",1,2830151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
126,"6/06/99",1,2830241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
154,"6/06/99",1,2830251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"6/06/99",1,2830252,4,1,1995,1,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,2830252,5,1,1997,3,1.79769313486232e+308
157,"6/06/99",1,2830253,2,2,1993,1.79769313486232e+308,3
156,"6/06/99",1,2830253,3,1,1994,2,1.79769313486232e+308
127,"6/06/99",1,2830341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
128,"6/06/99",1,2830342,2,2,1996,2,5
129,"6/06/99",1,2830342,3,1,1998,7,1.79769313486232e+308
130,"6/06/99",1,2830343,2,2,1994,2,3
131,"6/06/99",1,2830343,3,1,1996,9,1.79769313486232e+308
158,"6/06/99",1,2830351,3,3,1993,1.79769313486232e+308,2
132,"6/06/99",1,2830441,6,1,1992,12,1.79769313486232e+308
133,"6/06/99",1,2830441,7,1,1997,10,1.79769313486232e+308
159,"6/06/99",1,2830459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
134,"6/06/99",1,2830541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
135,"6/06/99",1,2830641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
136,"6/06/99",1,2830741,4,1,1994,10,1.79769313486232e+308
137,"6/06/99",1,2830841,3,1,1992,3,1.79769313486232e+308
138,"6/06/99",1,2830941,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"6/06/99",1,2831041,5,1,1995,3,1.79769313486232e+308
140,"6/06/99",1,2831041,6,1,1997,11,1.79769313486232e+308
141,"6/06/99",1,2831141,3,1,1993,2,1.79769313486232e+308
142,"6/06/99",1,2831241,4,1,1995,8,1.79769313486232e+308
143,"6/06/99",1,2831341,3,2,1992,3,3
144,"6/06/99",1,2831341,4,1,1995,8,1.79769313486232e+308
145,"6/06/99",1,2831441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"6/06/99",1,2831442,2,2,1997,1.79769313486232e+308,3
147,"6/06/99",1,2831442,3,1,1998,9,1.79769313486232e+308
148,"6/06/99",1,2831541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"6/06/99",1,2831641,9,1,1994,4,1.79769313486232e+308
150,"6/06/99",1,2831641,10,1,1996,3,1.79769313486232e+308
151,"6/06/99",1,2831641,11,1,1997,11,1.79769313486232e+308
152,"6/06/99",1,2831741,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"6/25/99",1,2840149,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"6/25/99",1,2840159,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"6/25/99",1,2840249,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"6/25/99",1,2840259,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"6/25/99",1,2840349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"6/25/99",1,2840359,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"6/25/99",1,2840449,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"6/25/99",1,2840459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"6/25/99",1,2840549,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"6/25/99",1,2840559,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"6/25/99",1,2840649,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"6/25/99",1,2840749,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"6/25/99",1,2840849,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"6/25/99",1,2840949,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
42,"6/25/99",1,2841049,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"6/25/99",1,2841149,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"6/25/99",1,2841249,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"6/25/99",1,2841349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"6/25/99",1,2841449,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"6/25/99",1,2841549,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
275,"6/16/99",1,2910141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
294,"6/21/99",1,2910151,5,1,1995,9,1.79769313486232e+308
276,"6/21/99",1,2910241,7,3,1998,9,1
295,"6/21/99",1,2910251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
277,"6/21/99",1,2910341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
296,"6/21/99",1,2910351,10,1,1994,5,1.79769313486232e+308
297,"6/21/99",1,2910351,11,1,1997,1,1.79769313486232e+308
298,"6/21/99",1,2910351,12,1,1994,10,1.79769313486232e+308
278,"6/21/99",1,2910441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
299,"6/21/99",1,2910459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
279,"6/21/99",1,2910541,4,2,1997,1,5
280,"6/21/99",1,2910541,5,1,1998,6,1.79769313486232e+308
281,"6/21/99",1,2910641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
282,"6/21/99",1,2910741,5,1,1996,9,1.79769313486232e+308
283,"6/21/99",1,2910841,4,1,1996,2,1.79769313486232e+308
284,"6/21/99",1,2911041,4,1,1995,3,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,2911041,5,1,1998,11,1.79769313486232e+308
285,"6/21/99",1,2911141,5,1,1999,1,1.79769313486232e+308
286,"6/21/99",1,2911241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
287,"6/21/99",1,2911242,5,1,1992,9,1.79769313486232e+308
288,"6/21/99",1,2911243,2,2,1993,7,2
1.79769313486232e+308,"8/14/99",1,2911243,3,1,1995,9,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,2911243,4,1,1998,1,1.79769313486232e+308
289,"6/21/99",1,2911341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
290,"6/21/99",1,2911441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
291,"6/21/99",1,2911541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
292,"6/21/99",1,2911641,4,1,1992,3,1.79769313486232e+308
293,"6/21/99",1,2911741,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"2/10/99",1,2920141,5,2,1992,2,2
37,"2/11/99",1,2920141,6,1,1995,11,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,2920142,2,2,1992,12,2
38,"2/11/99",1,2920142,3,1,1995,4,1.79769313486232e+308
39,"2/11/99",1,2920142,4,1,1997,1,1.79769313486232e+308
69,"2/11/99",1,2920151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"2/11/99",1,2920152,2,2,1993,1.79769313486232e+308,3
71,"2/11/99",1,2920152,3,1,1995,2,1.79769313486232e+308
72,"2/11/99",1,2920152,4,1,1997,7,1.79769313486232e+308
40,"2/11/99",1,2920241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,2920242,2,7,1995,2,1
1.79769313486232e+308,"8/14/99",1,2920242,3,7,1995,2,1
1.79769313486232e+308,"8/14/99",1,2920242,4,7,1995,2,1
1.79769313486232e+308,"8/14/99",1,2920242,5,7,1995,2,1
41,"2/11/99",1,2920242,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"2/11/99",1,2920251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"2/11/99",1,2920341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/14/99",1,2920342,2,2,1995,1.79769313486232e+308,3
42,"2/11/99",1,2920342,3,1,1997,1.79769313486232e+308,1.79769313486232e+308
44,"2/11/99",1,2920343,3,1,1995,1,1.79769313486232e+308
45,"2/11/99",1,2920343,4,1,1998,2,1.79769313486232e+308
74,"2/11/99",1,2920351,8,2,1998,8,5
47,"2/11/99",1,2920441,3,1,1992,12,1.79769313486232e+308
48,"2/11/99",1,2920441,4,1,1994,8,1.79769313486232e+308
75,"2/11/99",1,2920459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"2/11/99",1,2920541,3,1,1993,1,1.79769313486232e+308
50,"2/11/99",1,2920541,4,1,1996,6,1.79769313486232e+308
51,"2/11/99",1,2920641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"2/11/99",1,2920741,4,2,1995,6,3
53,"2/11/99",1,2920741,5,1,1997,2,1.79769313486232e+308
54,"2/11/99",1,2920841,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"2/11/99",1,2920941,5,2,1997,4,3
56,"2/11/99",1,2920941,6,1,1998,8,1.79769313486232e+308
57,"2/11/99",1,2920941,7,7,1997,2,1
58,"2/11/99",1,2921041,6,1,1995,2,1.79769313486232e+308
59,"2/11/99",1,2921141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"2/11/99",1,2921241,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"2/11/99",1,2921341,4,1,1992,1,1.79769313486232e+308
62,"2/11/99",1,2921341,5,1,1996,2,1.79769313486232e+308
63,"2/11/99",1,2921441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"2/11/99",1,2921442,2,2,1996,2,5
65,"2/11/99",1,2921442,3,1,1998,7,1.79769313486232e+308
66,"2/11/99",1,2921541,4,1,1994,1,1.79769313486232e+308
67,"2/11/99",1,2921541,5,1,1998,2,1.79769313486232e+308
68,"2/11/99",1,2921542,2,2,1998,1.79769313486232e+308,2
59,"8/05/99",1,2930141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/05/99",1,2930151,8,6,1999,5,2
60,"8/05/99",1,2930241,7,2,1997,3,5
61,"8/05/99",1,2930242,4,3,1994,4,1
83,"8/05/99",1,2930251,8,2,1995,8,5
84,"8/05/99",1,2930251,9,2,1997,6,5
85,"8/05/99",1,2930251,10,1,1997,4,1.79769313486232e+308
62,"8/05/99",1,2930341,4,1,1993,11,1.79769313486232e+308
86,"8/05/99",1,2930351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"8/05/99",1,2930352,2,2,1993,3,4
88,"8/05/99",1,2930352,3,1,1994,4,1.79769313486232e+308
89,"8/05/99",1,2930352,4,1,1998,11,1.79769313486232e+308
90,"8/05/99",1,2930353,2,2,1997,10,4
66,"8/05/99",1,2930441,7,2,1994,4,5
67,"8/05/99",1,2930441,8,1,1995,11,1.79769313486232e+308
91,"8/05/99",1,2930459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"8/05/99",1,2930541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"8/05/99",1,2930641,6,2,1995,4,5
70,"8/05/99",1,2930641,7,1,1997,4,1.79769313486232e+308
71,"8/05/99",1,2930741,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"8/05/99",1,2930841,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"8/05/99",1,2930941,6,1,1997,11,1.79769313486232e+308
74,"8/05/99",1,2931041,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"8/05/99",1,2931141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"8/05/99",1,2931241,5,1,1997,5,1.79769313486232e+308
77,"8/05/99",1,2931341,7,1,1996,4,1.79769313486232e+308
78,"8/05/99",1,2931441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"8/05/99",1,2931541,4,2,1997,1,5
80,"8/05/99",1,2931541,5,1,1998,7,1.79769313486232e+308
81,"8/05/99",1,2931641,6,1,1995,4,1.79769313486232e+308
1,"7/07/99",1,3010119,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"8/12/99",1,3010149,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"8/12/99",1,3010159,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"8/12/99",1,3010219,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"8/12/99",1,3010249,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"8/12/99",1,3010259,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"8/12/99",1,3010319,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"8/12/99",1,3010349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"8/12/99",1,3010359,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"8/12/99",1,3010419,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"8/12/99",1,3010449,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"8/12/99",1,3010459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"8/12/99",1,3010519,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"8/12/99",1,3010549,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"8/12/99",1,3010619,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"8/12/99",1,3010649,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"8/12/99",1,3010719,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"8/12/99",1,3010839,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"8/12/99",1,3010919,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
