"casenum","date","weight_","hhcode","othersid","othersde","s7_4q2","s7_4q3","s7_4q4"
146,"6/05/99",1,2920151,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
147,"6/05/99",1,2920151,3,"Other forest product",15,500,1.79769313486232e+308
148,"6/05/99",1,2920151,5,"Egg (4 Numbers)",7,84,1.79769313486232e+308
149,"6/05/99",1,2920151,6,"Other agri product (Kg)",1.79769313486232e+308,800,1.79769313486232e+308
150,"6/05/99",1,2920152,2,"Fruit (Kg)",20,200,1.79769313486232e+308
151,"6/05/99",1,2920152,3,"Other forest product",70,2500,1.79769313486232e+308
152,"6/05/99",1,2920152,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
153,"6/05/99",1,2920152,6,"Other agri product (Kg)",20,1000,1.79769313486232e+308
111,"6/05/99",1,2920241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
112,"6/05/99",1,2920242,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
154,"6/05/99",1,2920251,2,"Fruit (Kg)",1.79769313486232e+308,3500,1.79769313486232e+308
113,"6/05/99",1,2920341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"6/05/99",1,2920342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
115,"6/05/99",1,2920343,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"6/05/99",1,2920351,2,"Fruit (Kg)",1.79769313486232e+308,5000,1.79769313486232e+308
156,"6/05/99",1,2920351,3,"Other forest product",40,1400,1.79769313486232e+308
157,"6/05/99",1,2920351,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
158,"6/05/99",1,2920351,6,"Other agri product (Kg)",1.79769313486232e+308,3000,1.79769313486232e+308
116,"6/05/99",1,2920441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
159,"6/05/99",1,2920459,2,"Fruit (Kg)",1.79769313486232e+308,80,1.79769313486232e+308
160,"6/05/99",1,2920459,3,"Other forest product",20,350,1.79769313486232e+308
161,"6/05/99",1,2920459,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
162,"6/05/99",1,2920459,6,"Other agri product (Kg)",50,1500,1.79769313486232e+308
117,"6/05/99",1,2920541,2,"Fruit (Kg)",1.79769313486232e+308,120,1.79769313486232e+308
118,"6/05/99",1,2920641,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
119,"6/05/99",1,2920641,3,"Other forest product",15,350,1.79769313486232e+308
120,"6/05/99",1,2920641,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
121,"6/05/99",1,2920741,1,"Tress (number)",1,250,1.79769313486232e+308
122,"6/05/99",1,2920741,2,"Fruit (Kg)",30,600,1.79769313486232e+308
123,"6/05/99",1,2920741,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
124,"6/05/99",1,2920741,6,"Other agri product (Kg)",10,200,1.79769313486232e+308
125,"6/05/99",1,2920841,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
126,"6/05/99",1,2920841,5,"Egg (4 Numbers)",36,360,1.79769313486232e+308
127,"6/05/99",1,2920841,6,"Other agri product (Kg)",70,1750,1.79769313486232e+308
128,"6/05/99",1,2920941,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
129,"6/05/99",1,2920941,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
130,"6/05/99",1,2920941,6,"Other agri product (Kg)",30,350,1.79769313486232e+308
131,"6/05/99",1,2921041,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
132,"6/05/99",1,2921041,6,"Other agri product (Kg)",25,500,1.79769313486232e+308
133,"6/05/99",1,2921141,2,"Fruit (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
134,"6/05/99",1,2921141,3,"Other forest product",60,1950,1.79769313486232e+308
135,"6/05/99",1,2921141,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
136,"6/05/99",1,2921241,3,"Other forest product",6,120,1.79769313486232e+308
137,"6/05/99",1,2921241,5,"Egg (4 Numbers)",3,30,1.79769313486232e+308
138,"6/05/99",1,2921341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"6/05/99",1,2921441,6,"Other agri product (Kg)",1.79769313486232e+308,2500,1.79769313486232e+308
140,"6/05/99",1,2921442,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
141,"6/05/99",1,2921442,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
142,"6/05/99",1,2921541,2,"Fruit (Kg)",1.79769313486232e+308,100,1.79769313486232e+308
143,"6/05/99",1,2921541,5,"Egg (4 Numbers)",100,1000,1.79769313486232e+308
144,"6/05/99",1,2921541,6,"Other agri product (Kg)",45,1000,1.79769313486232e+308
145,"6/05/99",1,2921542,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
95,"8/05/99",1,2930141,3,"Other forest product",20,950,1.79769313486232e+308
96,"8/05/99",1,2930141,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
97,"8/05/99",1,2930141,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
152,"8/05/99",1,2930151,2,"Fruit (Kg)",1.79769313486232e+308,1850,1.79769313486232e+308
153,"8/05/99",1,2930151,3,"Other forest product",70,3850,1.79769313486232e+308
154,"8/05/99",1,2930151,4,"Milk (Litre)",730,7300,1.79769313486232e+308
155,"8/05/99",1,2930151,5,"Egg (4 Numbers)",28,280,1.79769313486232e+308
156,"8/05/99",1,2930151,6,"Other agri product (Kg)",1.79769313486232e+308,4800,1.79769313486232e+308
98,"8/05/99",1,2930241,2,"Fruit (Kg)",1.79769313486232e+308,220,1.79769313486232e+308
99,"8/05/99",1,2930241,3,"Other forest product",25,1200,1.79769313486232e+308
100,"8/05/99",1,2930241,4,"Milk (Litre)",800,8000,650
101,"8/05/99",1,2930241,5,"Egg (4 Numbers)",45,450,1.79769313486232e+308
102,"8/05/99",1,2930241,6,"Other agri product (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
103,"8/05/99",1,2930242,4,"Milk (Litre)",870,8700,500
104,"8/05/99",1,2930242,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
105,"8/05/99",1,2930242,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
157,"8/05/99",1,2930251,4,"Milk (Litre)",700,7000,1000
158,"8/05/99",1,2930251,5,"Egg (4 Numbers)",5,40,1.79769313486232e+308
106,"8/05/99",1,2930341,4,"Milk (Litre)",730,7300,200
107,"8/05/99",1,2930341,5,"Egg (4 Numbers)",41,410,1.79769313486232e+308
159,"8/05/99",1,2930351,3,"Other forest product",20,800,1.79769313486232e+308
160,"8/05/99",1,2930351,4,"Milk (Litre)",700,7000,200
161,"8/05/99",1,2930351,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
162,"8/05/99",1,2930352,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"8/05/99",1,2930353,5,"Egg (4 Numbers)",20,180,1.79769313486232e+308
108,"8/05/99",1,2930441,1,"Tress (number)",3,2850,1.79769313486232e+308
109,"8/05/99",1,2930441,2,"Fruit (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
110,"8/05/99",1,2930441,3,"Other forest product",70,3150,1.79769313486232e+308
111,"8/05/99",1,2930441,4,"Milk (Litre)",750,7500,600
112,"8/05/99",1,2930441,5,"Egg (4 Numbers)",18,180,1.79769313486232e+308
113,"8/05/99",1,2930441,6,"Other agri product (Kg)",1.79769313486232e+308,4000,1.79769313486232e+308
164,"8/05/99",1,2930459,1,"Tress (number)",1,1700,1.79769313486232e+308
165,"8/05/99",1,2930459,3,"Other forest product",20,950,1.79769313486232e+308
166,"8/05/99",1,2930459,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
167,"8/05/99",1,2930459,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
114,"8/05/99",1,2930541,1,"Tress (number)",2,3800,1.79769313486232e+308
115,"8/05/99",1,2930541,2,"Fruit (Kg)",1.79769313486232e+308,550,1.79769313486232e+308
116,"8/05/99",1,2930541,4,"Milk (Litre)",1.79769313486232e+308,520,1.79769313486232e+308
117,"8/05/99",1,2930541,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
118,"8/05/99",1,2930541,6,"Other agri product (Kg)",1.79769313486232e+308,4000,1.79769313486232e+308
119,"8/05/99",1,2930641,2,"Fruit (Kg)",1.79769313486232e+308,1400,1.79769313486232e+308
120,"8/05/99",1,2930641,3,"Other forest product",35,1925,1.79769313486232e+308
121,"8/05/99",1,2930641,4,"Milk (Litre)",580,5800,1.79769313486232e+308
122,"8/05/99",1,2930641,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
123,"8/05/99",1,2930641,6,"Other agri product (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
124,"8/05/99",1,2930741,3,"Other forest product",40,1800,1.79769313486232e+308
125,"8/05/99",1,2930741,4,"Milk (Litre)",1650,16500,1500
126,"8/05/99",1,2930741,5,"Egg (4 Numbers)",40,400,1.79769313486232e+308
127,"8/05/99",1,2930741,6,"Other agri product (Kg)",1.79769313486232e+308,2800,1.79769313486232e+308
128,"8/05/99",1,2930841,2,"Fruit (Kg)",1.79769313486232e+308,550,1.79769313486232e+308
129,"8/05/99",1,2930841,3,"Other forest product",35,1600,1.79769313486232e+308
130,"8/05/99",1,2930841,4,"Milk (Litre)",650,6500,1.79769313486232e+308
131,"8/05/99",1,2930841,5,"Egg (4 Numbers)",28,280,1.79769313486232e+308
132,"8/05/99",1,2930841,6,"Other agri product (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
133,"8/05/99",1,2930941,2,"Fruit (Kg)",1.79769313486232e+308,2000,100
134,"8/05/99",1,2930941,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
135,"8/05/99",1,2930941,6,"Other agri product (Kg)",1.79769313486232e+308,800,1.79769313486232e+308
136,"8/05/99",1,2931041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"8/05/99",1,2931141,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
138,"8/05/99",1,2931141,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
139,"8/05/99",1,2931241,1,"Tress (number)",1,1850,1.79769313486232e+308
140,"8/05/99",1,2931241,2,"Fruit (Kg)",1.79769313486232e+308,450,1.79769313486232e+308
141,"8/05/99",1,2931241,3,"Other forest product",8,330,1.79769313486232e+308
142,"8/05/99",1,2931341,1,"Tress (number)",1,2100,1.79769313486232e+308
143,"8/05/99",1,2931341,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
144,"8/05/99",1,2931341,4,"Milk (Litre)",1400,14000,1000
145,"8/05/99",1,2931341,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
146,"8/05/99",1,2931341,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
147,"8/05/99",1,2931441,5,"Egg (4 Numbers)",30,270,1.79769313486232e+308
148,"8/05/99",1,2931541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"8/05/99",1,2931641,2,"Fruit (Kg)",15,300,1.79769313486232e+308
150,"8/05/99",1,2931641,4,"Milk (Litre)",700,7000,200
151,"8/05/99",1,2931641,5,"Egg (4 Numbers)",20,180,1.79769313486232e+308
1,"7/07/99",1,3010119,1,"Tress (number)",1,500,1.79769313486232e+308
2,"8/16/99",1,3010119,2,"Fruit (Kg)",30,150,1.79769313486232e+308
3,"8/16/99",1,3010119,5,"Egg (4 Numbers)",30,420,20
32,"8/16/99",1,3010149,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
33,"8/16/99",1,3010149,5,"Egg (4 Numbers)",35,525,1.79769313486232e+308
49,"8/16/99",1,3010159,2,"Fruit (Kg)",1.79769313486232e+308,8000,1.79769313486232e+308
50,"8/16/99",1,3010159,3,"Other forest product",1.79769313486232e+308,1000,1.79769313486232e+308
51,"8/16/99",1,3010159,5,"Egg (4 Numbers)",80,1200,1.79769313486232e+308
52,"8/16/99",1,3010159,6,"Other agri product (Kg)",1.79769313486232e+308,2000,700
4,"8/16/99",1,3010219,1,"Tress (number)",2,300,1.79769313486232e+308
5,"8/16/99",1,3010219,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
6,"8/16/99",1,3010219,5,"Egg (4 Numbers)",40,560,50
34,"8/16/99",1,3010249,1,"Tress (number)",3,100,1.79769313486232e+308
35,"8/16/99",1,3010249,2,"Fruit (Kg)",20,100,1.79769313486232e+308
36,"8/16/99",1,3010249,3,"Other forest product",3,60,1.79769313486232e+308
37,"8/16/99",1,3010249,5,"Egg (4 Numbers)",20,280,20
53,"8/16/99",1,3010259,2,"Fruit (Kg)",1.79769313486232e+308,4000,1.79769313486232e+308
54,"8/16/99",1,3010259,5,"Egg (4 Numbers)",50,700,1.79769313486232e+308
55,"8/16/99",1,3010259,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
7,"8/16/99",1,3010319,2,"Fruit (Kg)",20,100,1.79769313486232e+308
8,"8/16/99",1,3010319,3,"Other forest product",1.79769313486232e+308,200,1.79769313486232e+308
38,"8/16/99",1,3010349,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
39,"8/16/99",1,3010349,5,"Egg (4 Numbers)",60,840,100
56,"8/16/99",1,3010359,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
57,"8/16/99",1,3010359,5,"Egg (4 Numbers)",50,700,50
9,"8/16/99",1,3010419,1,"Tress (number)",1,200,1.79769313486232e+308
10,"8/16/99",1,3010419,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
11,"8/16/99",1,3010419,5,"Egg (4 Numbers)",30,420,50
40,"8/16/99",1,3010449,1,"Tress (number)",2,400,1.79769313486232e+308
41,"8/16/99",1,3010449,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
42,"8/16/99",1,3010449,5,"Egg (4 Numbers)",20,280,20
58,"8/16/99",1,3010459,1,"Tress (number)",3,1000,1.79769313486232e+308
59,"8/16/99",1,3010459,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
60,"8/16/99",1,3010459,3,"Other forest product",1.79769313486232e+308,2000,1.79769313486232e+308
61,"8/16/99",1,3010459,5,"Egg (4 Numbers)",30,420,1.79769313486232e+308
12,"8/16/99",1,3010519,2,"Fruit (Kg)",30,300,1.79769313486232e+308
13,"8/16/99",1,3010519,3,"Other forest product",1.79769313486232e+308,1000,1.79769313486232e+308
14,"8/16/99",1,3010519,5,"Egg (4 Numbers)",40,560,50
43,"8/16/99",1,3010549,1,"Tress (number)",20,300,1.79769313486232e+308
44,"8/16/99",1,3010549,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
45,"8/16/99",1,3010549,3,"Other forest product",1.79769313486232e+308,100,1.79769313486232e+308
46,"8/16/99",1,3010549,5,"Egg (4 Numbers)",15,240,50
15,"8/16/99",1,3010619,2,"Fruit (Kg)",20,100,1.79769313486232e+308
16,"8/16/99",1,3010619,5,"Egg (4 Numbers)",30,420,20
47,"8/16/99",1,3010649,2,"Fruit (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
48,"8/16/99",1,3010649,5,"Egg (4 Numbers)",150,2250,200
17,"8/16/99",1,3010719,1,"Tress (number)",5,10000,1.79769313486232e+308
18,"8/16/99",1,3010719,2,"Fruit (Kg)",50,500,1.79769313486232e+308
19,"8/16/99",1,3010719,3,"Other forest product",20,800,1.79769313486232e+308
20,"8/16/99",1,3010719,5,"Egg (4 Numbers)",50,700,20
21,"8/16/99",1,3010719,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
22,"8/16/99",1,3010839,5,"Egg (4 Numbers)",30,420,50
23,"8/16/99",1,3010919,1,"Tress (number)",1,200,1.79769313486232e+308
24,"8/16/99",1,3010919,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
25,"8/16/99",1,3010919,5,"Egg (4 Numbers)",30,420,20
26,"8/16/99",1,3011019,1,"Tress (number)",1,300,1.79769313486232e+308
27,"8/16/99",1,3011019,2,"Fruit (Kg)",50,200,1.79769313486232e+308
28,"8/16/99",1,3011019,5,"Egg (4 Numbers)",30,450,50
29,"8/16/99",1,3011119,1,"Tress (number)",2,1000,1.79769313486232e+308
30,"8/16/99",1,3011119,2,"Fruit (Kg)",10,50,1.79769313486232e+308
31,"8/16/99",1,3011119,5,"Egg (4 Numbers)",50,750,100
62,"8/16/99",1,3020139,1,"Tress (number)",1,200,1.79769313486232e+308
63,"8/19/99",1,3020139,5,"Egg (4 Numbers)",25,325,20
64,"8/19/99",1,3020139,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
93,"8/19/99",1,3020149,1,"Tress (number)",2,2000,1.79769313486232e+308
94,"8/19/99",1,3020149,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
95,"8/19/99",1,3020149,3,"Other forest product",5,200,1.79769313486232e+308
96,"8/19/99",1,3020149,5,"Egg (4 Numbers)",10,140,1.79769313486232e+308
114,"8/19/99",1,3020159,1,"Tress (number)",2,500,1.79769313486232e+308
115,"8/19/99",1,3020159,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
116,"8/19/99",1,3020159,3,"Other forest product",1.79769313486232e+308,500,1.79769313486232e+308
117,"8/19/99",1,3020159,5,"Egg (4 Numbers)",15,195,1.79769313486232e+308
118,"8/19/99",1,3020159,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
65,"8/19/99",1,3020239,1,"Tress (number)",2,300,1.79769313486232e+308
66,"8/19/99",1,3020239,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
67,"8/19/99",1,3020239,5,"Egg (4 Numbers)",50,600,150
68,"8/19/99",1,3020239,6,"Other agri product (Kg)",1.79769313486232e+308,500,20
97,"8/19/99",1,3020249,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
98,"8/19/99",1,3020249,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
119,"8/19/99",1,3020259,1,"Tress (number)",4,2000,1.79769313486232e+308
120,"8/19/99",1,3020259,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
121,"8/19/99",1,3020259,3,"Other forest product",1.79769313486232e+308,1500,1.79769313486232e+308
122,"8/19/99",1,3020259,5,"Egg (4 Numbers)",20,260,1.79769313486232e+308
123,"8/19/99",1,3020259,6,"Other agri product (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
69,"8/19/99",1,3020339,5,"Egg (4 Numbers)",25,325,30
99,"8/19/99",1,3020349,3,"Other forest product",2,150,1.79769313486232e+308
100,"8/19/99",1,3020349,5,"Egg (4 Numbers)",20,280,1.79769313486232e+308
101,"8/19/99",1,3020349,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
124,"8/19/99",1,3020359,1,"Tress (number)",2,1000,1.79769313486232e+308
125,"8/19/99",1,3020359,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
126,"8/19/99",1,3020359,3,"Other forest product",1.79769313486232e+308,1100,1.79769313486232e+308
127,"8/19/99",1,3020359,5,"Egg (4 Numbers)",40,520,40
70,"8/19/99",1,3020439,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
71,"8/19/99",1,3020439,5,"Egg (4 Numbers)",10,130,20
72,"8/19/99",1,3020439,6,"Other agri product (Kg)",1.79769313486232e+308,300,20
102,"8/19/99",1,3020449,1,"Tress (number)",1,100,1.79769313486232e+308
103,"8/19/99",1,3020449,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
104,"8/19/99",1,3020449,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
105,"8/19/99",1,3020449,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
128,"8/19/99",1,3020459,1,"Tress (number)",4,6000,1.79769313486232e+308
129,"8/19/99",1,3020459,2,"Fruit (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
130,"8/19/99",1,3020459,3,"Other forest product",20,700,1.79769313486232e+308
131,"8/19/99",1,3020459,5,"Egg (4 Numbers)",40,520,50
132,"8/19/99",1,3020459,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
73,"8/19/99",1,3020539,1,"Tress (number)",3,200,1.79769313486232e+308
74,"8/19/99",1,3020539,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
75,"8/19/99",1,3020539,3,"Other forest product",6,500,1.79769313486232e+308
76,"8/19/99",1,3020539,5,"Egg (4 Numbers)",30,360,20
77,"8/19/99",1,3020539,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
106,"8/19/99",1,3020549,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
107,"8/19/99",1,3020549,5,"Egg (4 Numbers)",30,420,20
108,"8/19/99",1,3020549,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
78,"8/19/99",1,3020639,1,"Tress (number)",2,500,1.79769313486232e+308
79,"8/19/99",1,3020639,3,"Other forest product",5,120,1.79769313486232e+308
80,"8/19/99",1,3020639,5,"Egg (4 Numbers)",10,130,10
81,"8/19/99",1,3020639,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
109,"8/19/99",1,3020649,1,"Tress (number)",2,600,1.79769313486232e+308
110,"8/19/99",1,3020649,2,"Fruit (Kg)",20,200,1.79769313486232e+308
111,"8/19/99",1,3020649,5,"Egg (4 Numbers)",15,180,1.79769313486232e+308
112,"8/19/99",1,3020649,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
82,"8/19/99",1,3020739,1,"Tress (number)",2,100,1.79769313486232e+308
83,"8/19/99",1,3020739,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
84,"8/19/99",1,3020739,5,"Egg (4 Numbers)",20,280,1.79769313486232e+308
113,"8/19/99",1,3020749,5,"Egg (4 Numbers)",20,240,20
85,"8/19/99",1,3020839,5,"Egg (4 Numbers)",20,260,1.79769313486232e+308
86,"8/19/99",1,3020839,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
87,"8/19/99",1,3020939,3,"Other forest product",20,100,1.79769313486232e+308
88,"8/19/99",1,3020939,5,"Egg (4 Numbers)",20,280,30
89,"8/19/99",1,3020939,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
90,"8/19/99",1,3021039,1,"Tress (number)",3,300,1.79769313486232e+308
91,"8/19/99",1,3021039,5,"Egg (4 Numbers)",60,780,100
92,"8/19/99",1,3021039,6,"Other agri product (Kg)",1.79769313486232e+308,500,20
197,"9/15/99",1,3030139,1,"Tress (number)",2,1000,1.79769313486232e+308
198,"9/19/99",1,3030139,6,"Other agri product (Kg)",1.79769313486232e+308,500,20
208,"9/19/99",1,3030149,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
209,"9/19/99",1,3030149,5,"Egg (4 Numbers)",10,130,1.79769313486232e+308
210,"9/19/99",1,3030149,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
247,"9/26/99",1,3030159,1,"Tress (number)",3,3000,1.79769313486232e+308
248,"9/26/99",1,3030159,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
249,"9/26/99",1,3030159,3,"Other forest product",1.79769313486232e+308,1000,100
250,"9/26/99",1,3030159,5,"Egg (4 Numbers)",100,1300,200
251,"9/26/99",1,3030159,6,"Other agri product (Kg)",1.79769313486232e+308,1000,50
199,"9/19/99",1,3030239,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
200,"9/19/99",1,3030239,5,"Egg (4 Numbers)",50,650,20
211,"9/19/99",1,3030249,1,"Tress (number)",2,600,1.79769313486232e+308
212,"9/19/99",1,3030249,3,"Other forest product",6,250,1.79769313486232e+308
213,"9/19/99",1,3030249,5,"Egg (4 Numbers)",20,260,1.79769313486232e+308
252,"9/26/99",1,3030259,1,"Tress (number)",5,1000,1.79769313486232e+308
253,"9/26/99",1,3030259,2,"Fruit (Kg)",1.79769313486232e+308,2800,1.79769313486232e+308
254,"9/26/99",1,3030259,3,"Other forest product",1.79769313486232e+308,500,1.79769313486232e+308
255,"9/26/99",1,3030259,5,"Egg (4 Numbers)",50,700,20
256,"9/26/99",1,3030259,6,"Other agri product (Kg)",1.79769313486232e+308,1000,100
201,"9/19/99",1,3030339,5,"Egg (4 Numbers)",15,195,1.79769313486232e+308
214,"9/19/99",1,3030349,1,"Tress (number)",5,2700,1.79769313486232e+308
215,"9/19/99",1,3030349,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
216,"9/19/99",1,3030349,5,"Egg (4 Numbers)",10,130,1.79769313486232e+308
217,"9/19/99",1,3030349,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
257,"9/26/99",1,3030359,1,"Tress (number)",8,10000,1.79769313486232e+308
258,"9/26/99",1,3030359,2,"Fruit (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
259,"9/26/99",1,3030359,3,"Other forest product",25,2000,1.79769313486232e+308
260,"9/26/99",1,3030359,4,"Milk (Litre)",40,1000,100
261,"9/26/99",1,3030359,5,"Egg (4 Numbers)",100,1400,50
202,"9/19/99",1,3030439,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
203,"9/19/99",1,3030439,3,"Other forest product",20,800,1.79769313486232e+308
204,"9/19/99",1,3030439,5,"Egg (4 Numbers)",25,325,20
205,"9/19/99",1,3030439,6,"Other agri product (Kg)",1.79769313486232e+308,500,25
218,"9/19/99",1,3030449,3,"Other forest product",5,100,1.79769313486232e+308
219,"9/19/99",1,3030449,5,"Egg (4 Numbers)",20,280,1.79769313486232e+308
220,"9/19/99",1,3030449,6,"Other agri product (Kg)",1.79769313486232e+308,600,50
262,"9/26/99",1,3030459,1,"Tress (number)",4,2000,1.79769313486232e+308
263,"9/26/99",1,3030459,2,"Fruit (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
264,"9/26/99",1,3030459,3,"Other forest product",1.79769313486232e+308,500,1.79769313486232e+308
265,"9/26/99",1,3030459,5,"Egg (4 Numbers)",150,2100,200
266,"9/26/99",1,3030459,6,"Other agri product (Kg)",1.79769313486232e+308,2000,100
206,"9/19/99",1,3030539,1,"Tress (number)",2,500,1.79769313486232e+308
207,"9/19/99",1,3030539,6,"Other agri product (Kg)",1.79769313486232e+308,1000,50
221,"9/19/99",1,3030549,1,"Tress (number)",1,800,1.79769313486232e+308
222,"9/19/99",1,3030549,3,"Other forest product",4,200,1.79769313486232e+308
223,"9/19/99",1,3030549,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
224,"9/19/99",1,3030649,5,"Egg (4 Numbers)",20,260,1.79769313486232e+308
225,"9/19/99",1,3030649,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
226,"9/26/99",1,3030749,1,"Tress (number)",2,600,1.79769313486232e+308
227,"9/26/99",1,3030749,3,"Other forest product",3,100,1.79769313486232e+308
