"hhcode","casenum","date","weight_","pid","respid","s9_4q3a","s9_4q3b","s9_4q4","s9_4q5","s9_4q6"
2430932,145,"8/17/99",1,1,1,1500,0,1500,0,0
2430932,146,"8/17/99",1,2,2,1000,0,0,0,0
2431031,147,"8/17/99",1,1,1,2000,0,1000,0,600
2431031,148,"8/17/99",1,2,2,300,0,100,0,0
2431031,149,"8/17/99",1,6,6,200,0,200,0,0
2431031,150,"8/17/99",1,7,7,1000,0,1000,0,0
2431131,151,"8/17/99",1,1,1,2500,0,200,0,1020
2431131,152,"8/17/99",1,2,2,300,0,300,0,0
2431231,153,"8/17/99",1,1,1,2000,0,600,0,1150
2431339,155,"8/17/99",1,1,1,500,0,100,0,0
2431339,154,"8/17/99",1,2,2,3300,0,1350,1500,3300
2431439,157,"8/17/99",1,1,1,5000,0,500,0,0
2431439,156,"8/17/99",1,2,2,2000,0,810,0,810
2431539,158,"8/17/99",1,1,1,560,0,560,0,560
2431539,159,"8/17/99",1,2,2,700,0,200,0,0
2431639,160,"8/17/99",1,1,1,1500,0,860,0,1210
2431639,161,"8/17/99",1,3,3,300,0,100,0,0
2431739,162,"8/17/99",1,1,1,4000,0,1205,0,3005
2510141,1,"7/07/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510151,22,"7/29/99",1,1,3,10000,0,6000,0,0
2510241,2,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510251,23,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510341,3,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510351,24,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510441,4,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510442,5,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510459,25,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510541,6,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510641,7,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510642,8,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510741,9,"7/29/99",1,2,2,2400,0,2400,0,0
2510841,10,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2510941,11,"7/29/99",1,11,6,375,0,375,0,0
2510941,12,"7/29/99",1,12,6,335,0,335,0,0
2511041,13,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511141,14,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511241,15,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511341,16,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511342,17,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511441,18,"7/29/99",1,2,2,36,0,36,0,36
2511541,19,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511641,20,"7/29/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2511741,21,"7/29/99",1,2,2,1780,0,318,0,1780
2520141,87,"6/05/99",1,2,2,750,0,250,0,750
2520141,88,"6/09/99",1,6,2,120,0,60,0,0
2520151,113,"6/09/99",1,3,3,680,0,240,0,680
2520241,89,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520251,114,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520341,90,"6/09/99",1,2,2,600,0,360,0,600
2520351,115,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520441,91,"6/09/99",1,8,1,770,0,60,0,0
2520459,116,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520541,92,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520542,93,"6/09/99",1,2,2,448,0,158,0,494
2520641,94,"6/09/99",1,2,6,756,0,666,0,756
2520641,95,"6/09/99",1,4,6,1400,0,1200,0,0
2520641,96,"6/09/99",1,6,6,660,0,240,0,660
2520641,97,"6/09/99",1,7,6,1055,0,240,0,1055
2520741,98,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520841,99,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2520941,100,"6/09/99",1,2,2,1073,0,261,0,1073
2520941,101,"6/09/99",1,3,2,1025,0,555,0,0
2520941,102,"6/09/99",1,4,2,620,0,480,0,0
2521041,103,"6/09/99",1,2,2,540,0,360,0,0
2521141,105,"6/09/99",1,1,1,1300,0,1200,0,0
2521141,104,"6/09/99",1,2,1,60,0,60,0,60
2521241,106,"6/09/99",1,2,2,1097,0,590,0,1097
2521341,107,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2521441,108,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2521541,109,"6/09/99",1,9,2,235,0,235,0,235
2521542,110,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2521641,111,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2521741,112,"6/09/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2530141,1,"5/18/99",1,2,2,400,0,240,0,400
2530151,20,"5/19/99",1,2,1,2000,0,0,0,0
2530241,2,"5/19/99",1,2,2,140,0,140,0,0
2530251,21,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2530341,3,"5/19/99",1,1,1,300,0,300,0,0
2530341,4,"5/19/99",1,2,2,200,0,200,0,0
2530351,82,"9/11/99",1,2,2,540,0,0,0,0
2530351,83,"9/11/99",1,6,6,150,0,0,0,0
2530351,84,"9/11/99",1,7,6,150,0,0,0,0
2530441,5,"5/19/99",1,6,6,50,0,0,0,0
2530459,22,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2530541,6,"5/19/99",1,4,4,200,0,200,0,0
2530641,7,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2530741,8,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2530841,9,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2530941,10,"5/19/99",1,5,5,250,0,250,0,0
2531041,11,"5/19/99",1,3,3,500,0,500,0,0
2531141,12,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2531241,13,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2531341,14,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2531441,15,"5/19/99",1,2,2,1200,0,240,0,1200
2531541,16,"5/19/99",1,1,1,2000,0,700,0,0
2531541,17,"5/19/99",1,3,1,480,0,240,0,0
2531641,18,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2531741,19,"5/19/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540149,1,"7/07/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540159,16,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540249,2,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540259,17,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540349,3,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540359,18,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540449,4,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540459,19,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540549,5,"9/12/99",1,1,2,270,0,120,0,0
2540559,20,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540649,6,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540749,7,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2540849,8,"9/12/99",1,3,2,7500,0,6000,0,0
2540949,9,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2541049,10,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2541149,11,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2541249,12,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2541349,13,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2541449,14,"9/12/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2541549,15,"9/12/99",1,2,2,440,0,440,0,0
2610141,37,"7/13/99",1,1,1,450,0,450,0,0
2610141,38,"7/13/99",1,2,2,530,0,260,0,260
2610151,62,"7/13/99",1,2,2,1000,0,85,0,260
2610152,63,"7/13/99",1,2,2,345,0,260,0,260
2610241,39,"7/13/99",1,1,1,1200,0,1200,0,0
2610241,40,"7/13/99",1,2,2,946,0,260,0,0
2610251,64,"7/13/99",1,1,1,750,0,750,0,0
2610251,65,"7/13/99",1,2,2,946,0,260,0,260
2610252,66,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2610253,67,"7/13/99",1,1,1,8000,0,5000,0,0
2610341,41,"7/13/99",1,2,2,930,0,260,0,0
2610351,68,"7/13/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2610441,42,"7/13/99",1,11,11,520,0,520,0,85
2610459,69,"7/13/99",1,1,1,5000,0,2000,0,0
2610541,43,"7/13/99",1,2,2,290,0,150,0,290
2610641,45,"7/13/99",1,2,2,280,0,260,0,270
2610741,46,"7/13/99",1,2,2,493,0,260,0,493
2610841,47,"7/13/99",1,1,1,2000,0,1000,0,0
2610941,48,"7/13/99",1,1,1,1000,600,800,0,0
2611041,49,"7/13/99",1,2,2,1045,0,500,0,260
2611141,50,"7/13/99",1,1,1,2500,1200,3000,0,0
2611141,52,"7/13/99",1,2,2,2949,0,490,0,0
2611241,53,"7/13/99",1,1,1,1080,0,1080,0,0
2611241,54,"7/13/99",1,2,2,400,0,400,0,0
2611241,55,"7/13/99",1,4,4,400,0,400,0,0
2611242,56,"7/13/99",1,1,1,550,0,750,0,0
2611341,57,"7/13/99",1,2,2,915,0,260,0,0
2611441,58,"7/13/99",1,2,2,930,0,260,0,260
2611541,59,"7/13/99",1,2,2,95,0,85,0,95
2611641,60,"7/13/99",1,1,1,1500,0,1500,0,0
2611741,61,"7/13/99",1,1,1,5000,0,4000,0,0
2620141,1,"5/18/99",1,1,1,20500,500,21000,0,0
2620141,2,"5/11/99",1,3,1,1200,0,1200,0,0
2620141,3,"5/11/99",1,4,1,1500,950,2450,10000,0
2620141,4,"5/11/99",1,5,1,2500,1000,3500,0,0
2620241,5,"5/11/99",1,1,1,1250,0,1250,0,960
2620251,31,"5/11/99",1,1,1,3500,0,2000,2000,0
2620251,32,"5/11/99",1,2,2,8074,0,3440,0,2700
2620341,6,"5/11/99",1,2,2,1935,300,240,0,1935
2620341,7,"5/11/99",1,6,2,0,450,250,0,0
2620351,33,"5/11/99",1,3,3,30000,500,50000,25000,0
2620441,8,"5/11/99",1,1,2,2100,0,1000,0,0
2620441,9,"5/11/99",1,2,2,1894,0,240,0,1894
2620459,34,"5/11/99",1,1,1,5000,0,3000,0,0
2620459,35,"5/11/99",1,2,1,2024,0,240,0,2024
2620541,10,"5/11/99",1,1,1,0,750,600,0,0
2620641,11,"5/11/99",1,1,2,450,0,400,0,0
2620641,12,"5/11/99",1,2,2,1760,0,0,0,1760
2620741,13,"5/11/99",1,2,2,414,0,412,0,0
2620841,14,"5/11/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2620941,15,"5/11/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2621041,16,"5/11/99",1,2,2,1125,0,260,0,1125
2621141,17,"5/11/99",1,1,1,1000,250,950,0,0
2621141,18,"5/11/99",1,2,2,2363,0,560,0,2363
2621241,19,"5/11/99",1,1,1,300,450,360,0,0
2621241,20,"5/11/99",1,5,5,320,0,320,0,320
2621341,21,"5/11/99",1,1,2,500,0,500,0,0
2621341,22,"5/11/99",1,2,2,2331,0,240,0,2331
2621441,23,"5/11/99",1,1,2,700,150,450,300,0
2621441,24,"5/11/99",1,2,2,450,0,300,0,0
2621541,25,"5/11/99",1,1,1,550,280,550,0,0
2621541,26,"5/11/99",1,2,2,5783,0,0,0,2860
2621641,27,"5/11/99",1,2,4,1500,0,700,1000,0
2621641,28,"5/11/99",1,4,4,1784,0,216,0,1784
2621741,29,"5/11/99",1,2,2,1859,0,216,0,1859
2621741,30,"5/11/99",1,4,2,11000,0,5000,4000,0
2630141,159,"6/16/99",1,2,1,275,0,260,0,275
2630151,174,"6/16/99",1,1,1,16000,15400,22000,0,0
2630152,175,"6/16/99",1,1,1,12000,54000,9000,0,0
2630241,161,"6/16/99",1,1,1,0,610,200,0,0
2630241,160,"6/16/99",1,2,1,280,0,260,0,0
2630251,176,"6/16/99",1,1,2,0,5000,0,0,0
2630251,177,"6/16/99",1,2,2,85,160,245,85,85
2630341,162,"6/16/99",1,2,2,0,1640,1020,0,0
2630441,163,"6/16/99",1,1,1,600,0,600,600,0
2630441,164,"6/16/99",1,2,2,290,0,260,0,290
2630459,178,"6/16/99",1,1,1,500,750,1250,0,0
2630641,165,"6/16/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2630841,166,"6/16/99",1,1,1,800,0,800,0,0
2631141,167,"6/16/99",1,1,1,500,4800,1500,0,0
2631241,168,"6/16/99",1,1,1,1000,590,1000,1590,0
2631341,169,"6/16/99",1,1,1,4500,12000,1250,0,0
2631341,170,"6/16/99",1,2,1,0,250,250,0,0
2631541,171,"6/16/99",1,1,1,1500,0,1500,0,0
2631541,172,"6/16/99",1,2,2,230,0,230,0,0
2631741,173,"6/16/99",1,1,1,215,0,215,0,215
2710141,1,"5/18/99",1,1,1,10000,0,0,0,0
2710151,20,"5/05/99",1,1,4,80000,0,15000,0,0
2710241,2,"5/05/99",1,2,2,110,0,110,0,110
2710251,22,"5/05/99",1,1,2,5000,0,0,0,0
2710251,21,"5/05/99",1,2,2,3880,0,700,1000,1880
2710341,4,"5/05/99",1,4,4,3125,0,1200,0,3125
2710351,23,"5/05/99",1,2,2,500,0,150,0,500
2710441,5,"5/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2710459,24,"5/05/99",1,2,2,70,0,70,0,70
2710541,6,"5/05/99",1,2,2,2000,0,240,0,2000
2710641,7,"5/05/99",1,2,2,1350,0,600,0,1350
2710642,8,"5/05/99",1,2,2,960,0,240,0,960
2710741,9,"5/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2710841,10,"5/05/99",1,2,2,940,0,0,0,940
2710941,12,"5/05/99",1,1,1,5000,0,2000,0,35000
2710941,11,"5/05/99",1,2,2,1000,0,0,0,1000
2711041,13,"5/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2711141,14,"5/05/99",1,1,1,10000,0,0,2000,0
2711241,15,"5/05/99",1,2,2,860,0,240,0,860
2711341,16,"5/05/99",1,2,2,754,0,240,0,754
2711541,17,"5/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2711641,18,"5/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2711741,19,"5/05/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2720141,62,"6/27/99",1,1,1,3000,0,0,0,0
2720151,85,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2720241,63,"6/27/99",1,1,1,15000,0,0,0,0
2720241,62,"6/27/99",1,2,2,8800,0,360,1000,1800
2720251,84,"6/27/99",1,2,2,1020,0,240,0,240
2720341,64,"6/27/99",1,5,5,60000,0,0,0,0
2720342,65,"6/27/99",1,1,1,12000,0,0,0,0
2720343,66,"6/27/99",1,1,1,100000,0,0,0,0
2720344,67,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2720351,85,"6/27/99",1,4,4,25,0,25,0,25
2720441,68,"6/27/99",1,2,2,85500,0,600,0,5500
2720459,86,"6/27/99",1,1,2,250000,0,0,0,0
2720459,87,"6/27/99",1,2,2,2400,0,2400,0,0
2720541,69,"6/27/99",1,2,2,600,0,120,0,600
2720641,70,"6/27/99",1,1,1,220000,0,100000,0,0
2720741,71,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2720841,72,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2720941,73,"6/27/99",1,1,1,5800,0,360,0,3800
2720942,74,"6/27/99",1,1,1,3220,0,120,0,120
2721041,75,"6/27/99",1,2,2,140,0,140,0,140
2721141,76,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2721241,77,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2721341,78,"6/27/99",1,2,2,680,0,240,0,680
2721441,79,"6/27/99",1,3,2,10000,0,0,0,0
2721541,80,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2721641,81,"6/27/99",1,2,2,576,0,240,0,576
2721741,83,"6/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2730141,1,"7/27/99",1,1,1,25000,0,5000,0,0
2730151,15,"7/27/99",1,1,1,2000,0,0,0,0
2730241,2,"7/27/99",1,1,1,50000,0,3000,0,0
2730251,16,"7/27/99",1,1,1,70000,0,70000,10000,0
2730341,3,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2730351,17,"7/27/99",1,1,1,60000,0,0,300000,0
2730441,4,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2730459,18,"7/27/99",1,1,1,20000,0,20000,0,0
2730641,5,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2730841,6,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2730941,7,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2731041,8,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2731141,9,"7/27/99",1,2,2,1010,0,260,0,1010
2731241,10,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2731341,11,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2731541,12,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2731641,13,"7/27/99",1,2,2,3136,0,260,0,3136
2731741,14,"7/27/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2810141,23,"6/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2810151,40,"6/17/99",1,1,1,2000,0,7000,5000,0
2810151,41,"6/17/99",1,2,1,3230,0,3200,3200,1230
2810241,24,"6/17/99",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2810251,42,"6/17/99",1,6,1,240,0,120,0,240
2810252,43,"6/17/99",1,2,1,170,0,170,0,170
2810341,25,"6/17/99",1,2,2,170,0,170,0,0
2810351,44,"6/17/99",1,3,3,180,0,100,0,180
