"casenum","date","weight_","hhcode","misc","miscde","s7_6q2","s7_6q3","s7_6q4"
522,"7/16/99",1,2321339,3,"Vegetables",1,1.79769313486232e+308,1200
523,"7/16/99",1,2321339,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
524,"7/16/99",1,2321339,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
525,"7/16/99",1,2321339,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
526,"7/16/99",1,2321439,1,"Fuel",1,4,3600
528,"7/19/99",1,2321439,3,"Vegetables",1,4,1200
530,"7/19/99",1,2321439,5,"Fodder",1,3,1500
532,"7/19/99",1,2321539,1,"Fuel",1,1.79769313486232e+308,1600
534,"7/19/99",1,2321539,3,"Vegetables",1,1.79769313486232e+308,800
538,"7/19/99",1,2321639,1,"Fuel",1,4,3600
532,"7/19/99",1,2321739,1,"Fuel",1,1.79769313486232e+308,1800
533,"7/19/99",1,2321739,3,"Vegetables",1,1.79769313486232e+308,1200
534,"7/19/99",1,2321839,1,"Fuel",1,4,3600
535,"7/19/99",1,2321839,3,"Vegetables",1,5,1200
536,"7/19/99",1,2321939,1,"Fuel",1,3,300
537,"7/19/99",1,2321939,3,"Vegetables",1,5,1200
538,"7/19/99",1,2321939,4,"Fish",1,5,500
265,"9/08/95",1,2330131,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
266,"9/08/95",1,2330131,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
267,"9/08/95",1,2330131,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
268,"9/08/95",1,2330131,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
269,"9/08/95",1,2330131,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
270,"9/08/95",1,2330131,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
403,"9/16/95",1,2330141,1,"Fuel",1,4,1500
404,"9/16/95",1,2330141,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
405,"9/16/95",1,2330141,3,"Vegetables",1,5,1000
406,"9/16/95",1,2330141,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
407,"9/16/95",1,2330141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
408,"9/16/95",1,2330141,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
433,"9/16/95",1,2330151,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
434,"9/16/95",1,2330151,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
435,"9/16/95",1,2330151,3,"Vegetables",1,1,100
436,"9/16/95",1,2330151,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
437,"9/16/95",1,2330151,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
438,"9/16/95",1,2330151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
271,"9/08/95",1,2330231,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
272,"9/08/95",1,2330231,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
273,"9/08/95",1,2330231,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
274,"9/08/95",1,2330231,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
275,"9/08/95",1,2330231,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
276,"9/08/95",1,2330231,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
409,"9/16/95",1,2330241,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
410,"9/16/95",1,2330241,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
411,"9/16/95",1,2330241,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
412,"9/16/95",1,2330241,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
413,"9/16/95",1,2330241,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
414,"9/16/95",1,2330241,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
439,"9/16/95",1,2330251,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
440,"9/16/95",1,2330251,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
441,"9/16/95",1,2330251,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
442,"9/16/95",1,2330251,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
443,"9/16/95",1,2330251,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
444,"9/16/95",1,2330251,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
277,"9/08/95",1,2330331,1,"Fuel",1,1,1200
278,"9/08/95",1,2330331,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
279,"9/08/95",1,2330331,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
280,"9/08/95",1,2330331,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
281,"9/08/95",1,2330331,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
282,"9/08/95",1,2330331,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
415,"9/16/95",1,2330341,1,"Fuel",1,4,1200
416,"9/16/95",1,2330341,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
417,"9/16/95",1,2330341,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
418,"9/16/95",1,2330341,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
419,"9/16/95",1,2330341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
420,"9/16/95",1,2330341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
445,"9/16/95",1,2330351,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
446,"9/16/95",1,2330351,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
447,"9/16/95",1,2330351,3,"Vegetables",3,1.79769313486232e+308,1.79769313486232e+308
448,"9/16/95",1,2330351,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
449,"9/16/95",1,2330351,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
450,"9/16/95",1,2330351,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
283,"9/08/95",1,2330431,1,"Fuel",1,4,800
284,"9/08/95",1,2330431,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
285,"9/08/95",1,2330431,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
286,"9/08/95",1,2330431,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
287,"9/08/95",1,2330431,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
288,"9/08/95",1,2330431,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
421,"9/16/95",1,2330441,1,"Fuel",1,1,1800
422,"9/16/95",1,2330441,2,"House construction materi",1,1,2000
423,"9/16/95",1,2330441,3,"Vegetables",1,1,500
424,"9/16/95",1,2330441,4,"Fish",1,1,600
425,"9/16/95",1,2330441,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
426,"9/16/95",1,2330441,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
451,"9/16/95",1,2330459,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
452,"9/16/95",1,2330459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
453,"9/16/95",1,2330459,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
454,"9/16/95",1,2330459,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
455,"9/16/95",1,2330459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
456,"9/16/95",1,2330459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
289,"9/08/95",1,2330531,1,"Fuel",1,4,1800
290,"9/08/95",1,2330531,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
291,"9/08/95",1,2330531,3,"Vegetables",1,1,200
292,"9/08/95",1,2330531,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
293,"9/08/95",1,2330531,5,"Fodder",1,5,1000
294,"9/08/95",1,2330531,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
427,"9/16/95",1,2330541,1,"Fuel",1,4,500
428,"9/16/95",1,2330541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
429,"9/16/95",1,2330541,3,"Vegetables",1,5,300
430,"9/16/95",1,2330541,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
431,"9/16/95",1,2330541,5,"Fodder",1,3,500
432,"9/16/95",1,2330541,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
295,"9/08/95",1,2330631,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
296,"9/08/95",1,2330631,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
297,"9/08/95",1,2330631,3,"Vegetables",3,1.79769313486232e+308,1.79769313486232e+308
298,"9/08/95",1,2330631,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
299,"9/08/95",1,2330631,5,"Fodder",1,5,400
300,"9/08/95",1,2330631,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
301,"9/08/95",1,2330731,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
302,"9/08/95",1,2330731,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
303,"9/08/95",1,2330731,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
304,"9/08/95",1,2330731,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
305,"9/08/95",1,2330731,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
306,"9/08/95",1,2330731,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
307,"9/08/95",1,2330831,1,"Fuel",1,4,500
308,"9/08/95",1,2330831,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
309,"9/08/95",1,2330831,3,"Vegetables",1,5,300
310,"9/08/95",1,2330831,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
311,"9/08/95",1,2330831,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
312,"9/08/95",1,2330831,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
313,"9/08/95",1,2330931,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
314,"9/08/95",1,2330931,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
315,"9/08/95",1,2330931,3,"Vegetables",1,1,200
316,"9/08/95",1,2330931,4,"Fish",1,5,300
317,"9/08/95",1,2330931,5,"Fodder",1,5,1000
318,"9/08/95",1,2330931,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
319,"9/08/95",1,2331031,1,"Fuel",1,4,1200
320,"9/08/95",1,2331031,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
321,"9/08/95",1,2331031,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
322,"9/08/95",1,2331031,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
323,"9/08/95",1,2331031,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
324,"9/08/95",1,2331031,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
325,"9/08/95",1,2331131,1,"Fuel",1,4,1200
326,"9/08/95",1,2331131,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
327,"9/08/95",1,2331131,3,"Vegetables",1,1,200
328,"9/08/95",1,2331131,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
329,"9/08/95",1,2331131,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
330,"9/08/95",1,2331131,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
331,"9/08/95",1,2331231,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
332,"9/08/95",1,2331231,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
333,"9/08/95",1,2331231,3,"Vegetables",1,1,100
334,"9/08/95",1,2331231,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
335,"9/08/95",1,2331231,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
336,"9/08/95",1,2331231,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
337,"9/08/95",1,2331339,1,"Fuel",3,1.79769313486232e+308,1.79769313486232e+308
338,"9/08/95",1,2331339,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
339,"9/08/95",1,2331339,3,"Vegetables",3,1.79769313486232e+308,1.79769313486232e+308
340,"9/08/95",1,2331339,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
341,"9/08/95",1,2331339,5,"Fodder",1,5,1500
342,"9/08/95",1,2331339,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
343,"9/08/95",1,2331439,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
344,"9/08/95",1,2331439,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
345,"9/08/95",1,2331439,3,"Vegetables",3,1.79769313486232e+308,1.79769313486232e+308
346,"9/08/95",1,2331439,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
347,"9/08/95",1,2331439,5,"Fodder",1,3,1200
348,"9/08/95",1,2331439,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
349,"9/08/95",1,2331539,1,"Fuel",1,1,1000
350,"9/08/95",1,2331539,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
351,"9/08/95",1,2331539,3,"Vegetables",1,1,200
352,"9/08/95",1,2331539,4,"Fish",1,1,400
353,"9/08/95",1,2331539,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
354,"9/08/95",1,2331539,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
355,"9/08/95",1,2331639,1,"Fuel",1,4,4000
356,"9/08/95",1,2331639,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
357,"9/08/95",1,2331639,3,"Vegetables",1,1,600
358,"9/08/95",1,2331639,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
359,"9/08/95",1,2331639,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
360,"9/08/95",1,2331639,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
361,"9/16/95",1,2331739,1,"Fuel",1,4,1200
362,"9/16/95",1,2331739,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
363,"9/16/95",1,2331739,3,"Vegetables",1,6,600
364,"9/16/95",1,2331739,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
365,"9/16/95",1,2331739,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
366,"9/16/95",1,2331739,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
367,"9/16/95",1,2331839,1,"Fuel",1,4,1000
368,"9/16/95",1,2331839,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
369,"9/16/95",1,2331839,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
370,"9/16/95",1,2331839,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
371,"9/16/95",1,2331839,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
372,"9/16/95",1,2331839,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
373,"9/16/95",1,2331939,1,"Fuel",1,4,2000
374,"9/16/95",1,2331939,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
375,"9/16/95",1,2331939,3,"Vegetables",1,3,360
376,"9/16/95",1,2331939,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
377,"9/16/95",1,2331939,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
378,"9/16/95",1,2331939,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
379,"9/16/95",1,2332039,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
380,"9/16/95",1,2332039,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
381,"9/16/95",1,2332039,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
382,"9/16/95",1,2332039,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
383,"9/16/95",1,2332039,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
384,"9/16/95",1,2332039,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
385,"9/16/95",1,2332139,1,"Fuel",1,4,3600
386,"9/16/95",1,2332139,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
387,"9/16/95",1,2332139,3,"Vegetables",1,5,1800
388,"9/16/95",1,2332139,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
389,"9/16/95",1,2332139,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
390,"9/16/95",1,2332139,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
391,"9/16/95",1,2332239,1,"Fuel",2,1.79769313486232e+308,1.79769313486232e+308
392,"9/16/95",1,2332239,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
393,"9/16/95",1,2332239,3,"Vegetables",2,1.79769313486232e+308,1.79769313486232e+308
394,"9/16/95",1,2332239,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
395,"9/16/95",1,2332239,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
396,"9/16/95",1,2332239,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
397,"9/16/95",1,2332339,1,"Fuel",1,4,1000
398,"9/16/95",1,2332339,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
399,"9/16/95",1,2332339,3,"Vegetables",1,3,600
400,"9/16/95",1,2332339,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
401,"9/16/95",1,2332339,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
402,"9/16/95",1,2332339,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
1,"5/17/99",1,2410131,1,"Fuel",1,4,1000
2,"5/30/94",1,2410131,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
3,"5/30/94",1,2410131,3,"Vegetables",1,3,500
4,"5/30/94",1,2410131,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
5,"5/30/94",1,2410131,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
6,"5/30/94",1,2410131,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
115,"5/30/94",1,2410141,1,"Fuel",1,4,300
116,"5/30/94",1,2410141,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
117,"5/30/94",1,2410141,3,"Vegetables",1,3,50
118,"5/30/94",1,2410141,4,"Fish",1,5,200
119,"5/30/94",1,2410141,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
120,"5/30/94",1,2410141,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
139,"5/30/94",1,2410151,1,"Fuel",1,4,800
140,"5/30/94",1,2410151,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
141,"5/30/94",1,2410151,3,"Vegetables",1,3,300
142,"5/30/94",1,2410151,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
143,"5/30/94",1,2410151,5,"Fodder",1,3,300
144,"5/30/94",1,2410151,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
7,"5/30/94",1,2410231,1,"Fuel",1,3,1100
8,"5/30/94",1,2410231,2,"House construction materi",1,2,500
9,"5/30/94",1,2410231,3,"Vegetables",1,1,200
10,"5/30/94",1,2410231,4,"Fish",1,1,300
11,"5/30/94",1,2410231,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
12,"5/30/94",1,2410231,6,"Crops collected",1,3,400
121,"5/30/94",1,2410241,1,"Fuel",1,3,700
122,"5/30/94",1,2410241,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
123,"5/30/94",1,2410241,3,"Vegetables",1,3,600
124,"5/30/94",1,2410241,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
125,"5/30/94",1,2410241,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
126,"5/30/94",1,2410241,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
13,"5/30/94",1,2410331,1,"Fuel",1,6,800
14,"5/30/94",1,2410331,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
15,"5/30/94",1,2410331,3,"Vegetables",1,3,300
16,"5/30/94",1,2410331,4,"Fish",1,5,1000
17,"5/30/94",1,2410331,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
18,"5/30/94",1,2410331,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
127,"5/30/94",1,2410341,1,"Fuel",1,3,500
128,"5/30/94",1,2410341,2,"House construction materi",1,2,500
129,"5/30/94",1,2410341,3,"Vegetables",1,3,1200
130,"5/30/94",1,2410341,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
131,"5/30/94",1,2410341,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
132,"5/30/94",1,2410341,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
145,"5/30/94",1,2410351,1,"Fuel",1,3,300
147,"5/30/94",1,2410351,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
148,"5/30/94",1,2410351,3,"Vegetables",1,3,500
149,"5/30/94",1,2410351,4,"Fish",1,5,2000
150,"5/30/94",1,2410351,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
151,"5/30/94",1,2410351,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
19,"5/30/94",1,2410431,1,"Fuel",1,3,500
20,"5/30/94",1,2410431,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
21,"5/30/94",1,2410431,3,"Vegetables",1,3,300
22,"5/30/94",1,2410431,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
23,"5/30/94",1,2410431,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
24,"5/30/94",1,2410431,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
152,"5/30/94",1,2410459,1,"Fuel",1,6,1700
153,"5/30/94",1,2410459,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
154,"5/30/94",1,2410459,3,"Vegetables",1,3,500
155,"5/30/94",1,2410459,4,"Fish",1,5,800
156,"5/30/94",1,2410459,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
157,"5/30/94",1,2410459,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
25,"5/30/94",1,2410531,1,"Fuel",1,3,300
26,"5/30/94",1,2410531,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
27,"5/30/94",1,2410531,3,"Vegetables",1,3,700
28,"5/30/94",1,2410531,4,"Fish",1,5,500
29,"5/30/94",1,2410531,5,"Fodder",1,3,250
30,"5/30/94",1,2410531,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
133,"5/30/94",1,2410541,1,"Fuel",1,4,400
134,"5/30/94",1,2410541,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
135,"5/30/94",1,2410541,3,"Vegetables",1,3,300
136,"5/30/94",1,2410541,4,"Fish",1,5,600
137,"5/30/94",1,2410541,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
138,"5/30/94",1,2410541,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
31,"5/30/94",1,2410631,1,"Fuel",1,4,700
32,"5/30/94",1,2410631,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
33,"5/30/94",1,2410631,3,"Vegetables",1,3,500
34,"5/30/94",1,2410631,4,"Fish",1,5,900
35,"5/30/94",1,2410631,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
36,"5/30/94",1,2410631,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
37,"5/30/94",1,2410731,1,"Fuel",1,3,800
38,"5/30/94",1,2410731,2,"House construction materi",1,4,400
39,"5/30/94",1,2410731,3,"Vegetables",1,3,1000
40,"5/30/94",1,2410731,4,"Fish",1,5,700
41,"5/30/94",1,2410731,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
42,"5/30/94",1,2410731,6,"Crops collected",1,3,1000
43,"5/30/94",1,2410931,1,"Fuel",1,6,500
44,"5/30/94",1,2410931,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
45,"5/30/94",1,2410931,3,"Vegetables",1,2,200
46,"5/30/94",1,2410931,4,"Fish",3,1.79769313486232e+308,1.79769313486232e+308
47,"5/30/94",1,2410931,5,"Fodder",1,3,300
48,"5/30/94",1,2410931,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
49,"5/30/94",1,2411031,1,"Fuel",1,3,950
50,"5/30/94",1,2411031,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
51,"5/30/94",1,2411031,3,"Vegetables",1,3,1000
52,"5/30/94",1,2411031,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
53,"5/30/94",1,2411031,5,"Fodder",1,3,200
54,"5/30/94",1,2411031,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
55,"5/30/94",1,2411231,1,"Fuel",1,3,1500
56,"5/30/94",1,2411231,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
57,"5/30/94",1,2411231,3,"Vegetables",1,3,700
58,"5/30/94",1,2411231,4,"Fish",1,5,1300
59,"5/30/94",1,2411231,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
60,"5/30/94",1,2411231,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
61,"5/30/94",1,2411339,1,"Fuel",1,6,1200
62,"5/30/94",1,2411339,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
63,"5/30/94",1,2411339,3,"Vegetables",1,3,300
64,"5/30/94",1,2411339,4,"Fish",1,5,400
65,"5/30/94",1,2411339,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
66,"5/30/94",1,2411339,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
67,"5/30/94",1,2411439,1,"Fuel",1,6,700
68,"5/30/94",1,2411439,2,"House construction materi",3,1.79769313486232e+308,1.79769313486232e+308
69,"5/30/94",1,2411439,3,"Vegetables",1,3,200
70,"5/30/94",1,2411439,4,"Fish",2,1.79769313486232e+308,1.79769313486232e+308
71,"5/30/94",1,2411439,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
72,"5/30/94",1,2411439,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
73,"5/30/94",1,2411539,1,"Fuel",1,4,1200
74,"5/30/94",1,2411539,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
75,"5/30/94",1,2411539,3,"Vegetables",1,3,200
76,"5/30/94",1,2411539,4,"Fish",1,5,450
77,"5/30/94",1,2411539,5,"Fodder",2,1.79769313486232e+308,1.79769313486232e+308
78,"5/30/94",1,2411539,6,"Crops collected",2,1.79769313486232e+308,1.79769313486232e+308
79,"5/30/94",1,2411639,1,"Fuel",1,4,1200
80,"5/30/94",1,2411639,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
81,"5/30/94",1,2411639,3,"Vegetables",1,3,700
82,"5/30/94",1,2411639,4,"Fish",1,5,900
83,"5/30/94",1,2411639,5,"Fodder",3,1.79769313486232e+308,1.79769313486232e+308
84,"5/30/94",1,2411639,6,"Crops collected",3,1.79769313486232e+308,1.79769313486232e+308
85,"5/30/94",1,2411739,1,"Fuel",1,3,500
86,"5/30/94",1,2411739,2,"House construction materi",2,1.79769313486232e+308,1.79769313486232e+308
87,"5/30/94",1,2411739,3,"Vegetables",1,1,700
88,"5/30/94",1,2411739,4,"Fish",1,5,900
