"casenum","date","weight_","hhcode","sempid","sempde","pid","s7_5q3","s7_5q4","s7_5q5","s7_5q6","s7_5q7"
44,"8/06/99",1,2421439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"8/06/99",1,2421539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"8/06/99",1,2421639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"8/06/99",1,2421739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"8/06/99",1,2421839,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
119,"8/14/99",1,2430131,1,"Rickshaw/Van driving",1,15,12,4,65,5
137,"8/14/99",1,2430141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
138,"8/14/99",1,2430142,1,"Rickshaw/Van driving",1,5,12,26,80,10
139,"8/14/99",1,2430143,9,"",1,7,12,15,210,60
144,"8/14/99",1,2430151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
120,"8/14/99",1,2430231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
140,"8/14/99",1,2430241,9,"",1,8,12,15,210,60
141,"8/14/99",1,2430242,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"8/14/99",1,2430251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
121,"8/14/99",1,2430331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"8/14/99",1,2430351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
122,"8/14/99",1,2430431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
142,"8/14/99",1,2430441,9,"",1,5,12,15,350,80
147,"8/14/99",1,2430459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
123,"8/14/99",1,2430531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
143,"8/14/99",1,2430541,9,"",4,3,12,15,210,60
124,"8/14/99",1,2430631,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
125,"8/14/99",1,2430731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
126,"8/14/99",1,2430831,9,"",1,7,12,15,275,40
127,"8/14/99",1,2430931,9,"",3,9,12,15,200,60
128,"8/14/99",1,2430932,1,"Rickshaw/Van driving",1,6,12,27,80,10
129,"8/14/99",1,2431031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
130,"8/14/99",1,2431131,9,".",1,30,12,15,85,5
131,"8/14/99",1,2431231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
132,"8/14/99",1,2431339,9,"",1,10,6,6,200,20
133,"8/14/99",1,2431439,2,"Cart driving",4,10,12,24,225,50
134,"8/14/99",1,2431539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
135,"8/14/99",1,2431639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
136,"8/14/99",1,2431739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"7/07/99",1,2510141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"7/29/99",1,2510151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"7/29/99",1,2510241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"7/29/99",1,2510251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"7/29/99",1,2510341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"7/29/99",1,2510351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"7/29/99",1,2510441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"7/29/99",1,2510442,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"7/29/99",1,2510459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"7/29/99",1,2510541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"7/29/99",1,2510641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"7/29/99",1,2510642,9,"",2,7,8,10,60,0
9,"7/29/99",1,2510741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"7/29/99",1,2510841,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"7/29/99",1,2510941,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"7/29/99",1,2511041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"7/29/99",1,2511141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"7/29/99",1,2511241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"7/29/99",1,2511341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"7/29/99",1,2511342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"7/29/99",1,2511441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"7/29/99",1,2511541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"7/29/99",1,2511641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"7/29/99",1,2511741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"6/05/99",1,2520141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"6/08/99",1,2520151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"6/08/99",1,2520241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"6/08/99",1,2520251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"6/08/99",1,2520341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"6/08/99",1,2520351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"6/08/99",1,2520441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"6/08/99",1,2520459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"6/08/99",1,2520541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"6/08/99",1,2520542,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"6/08/99",1,2520641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
84,"6/08/99",1,2520741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"6/08/99",1,2520841,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"6/08/99",1,2520941,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"6/08/99",1,2521041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"6/08/99",1,2521141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"6/08/99",1,2521241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"6/08/99",1,2521341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"6/08/99",1,2521441,1,"Rickshaw/Van driving",1,8,10,25,100,5
92,"6/08/99",1,2521541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"6/08/99",1,2521542,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"6/08/99",1,2521641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"6/08/99",1,2521741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"5/17/99",1,2530141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"5/17/99",1,2530151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"5/17/99",1,2530241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"5/17/99",1,2530251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"5/17/99",1,2530341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"9/11/99",1,2530351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"5/17/99",1,2530441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"5/17/99",1,2530459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"5/17/99",1,2530541,9,"",1,8,12,25,40,0
6,"5/17/99",1,2530641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"5/17/99",1,2530741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"5/17/99",1,2530841,3,"Auto rickshaw/Tempo drivi",1,15,12,23,225,110
9,"5/17/99",1,2530941,1,"Rickshaw/Van driving",4,6,12,23,90,5
10,"5/17/99",1,2530941,9,"",3,16,10,18,70,0
11,"5/17/99",1,2531041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"5/17/99",1,2531141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"5/17/99",1,2531241,1,"Rickshaw/Van driving",4,2,12,25,80,10
14,"5/17/99",1,2531341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"5/17/99",1,2531441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"5/17/99",1,2531541,9,"U.P Member",2,3,12,30,167,1.79769313486232e+308
17,"5/17/99",1,2531641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/17/99",1,2531741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"7/07/99",1,2540149,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"10/09/99",1,2540159,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"10/09/99",1,2540249,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"10/09/99",1,2540259,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"10/09/99",1,2540349,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"10/09/99",1,2540359,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"10/09/99",1,2540449,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"10/09/99",1,2540459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"10/09/99",1,2540549,1,"Rickshaw/Van driving",1,4,4,20,100,10
6,"10/09/99",1,2540549,4,"Boat/Trawler",1,9,5,12,100,10
21,"10/09/99",1,2540559,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"10/09/99",1,2540649,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"10/09/99",1,2540749,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"10/09/99",1,2540849,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"10/09/99",1,2540949,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"10/09/99",1,2541049,4,"Boat/Trawler",1,7,5,23,100,10
12,"10/09/99",1,2541149,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"10/09/99",1,2541249,4,"Boat/Trawler",1,14,5,22,100,10
14,"10/09/99",1,2541349,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"10/09/99",1,2541449,9,"",1,5,12,22,100,10
16,"10/09/99",1,2541549,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"7/12/99",1,2610141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"7/12/99",1,2610151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"7/12/99",1,2610152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"7/12/99",1,2610241,1,"Rickshaw/Van driving",1,2,12,27,120,0
50,"7/12/99",1,2610251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"7/12/99",1,2610252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"7/12/99",1,2610253,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"7/12/99",1,2610341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"7/12/99",1,2610351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"7/12/99",1,2610441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"7/12/99",1,2610459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"7/12/99",1,2610541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"7/12/99",1,2610641,1,"Rickshaw/Van driving",1,20,12,25,110,4
36,"7/12/99",1,2610741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"7/12/99",1,2610841,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"7/12/99",1,2610941,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"7/12/99",1,2611041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"7/12/99",1,2611141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"7/12/99",1,2611241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
42,"7/12/99",1,2611242,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"7/12/99",1,2611341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"7/12/99",1,2611441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"7/12/99",1,2611541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"7/12/99",1,2611641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"7/12/99",1,2611741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"5/17/99",1,2620141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"5/09/99",1,2620241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/09/99",1,2620251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"5/09/99",1,2620341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"5/09/99",1,2620351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"5/09/99",1,2620441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"5/09/99",1,2620459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"5/09/99",1,2620541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"5/09/99",1,2620641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"5/09/99",1,2620741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"5/09/99",1,2620841,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"5/09/99",1,2620941,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"5/09/99",1,2621041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"5/09/99",1,2621141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"5/09/99",1,2621241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
